mode,k,section,plot_n_obs,point_size,dpi,figure_path,figure_sha256,labels_path,labels_sha256
independent,8,Mouse_Thymus3,4646,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/spatial_Mouse_Thymus3.png,113dac4b8de927af1143b020c7024f89bdfac7cc16f0482fc21b685b93c49b02,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/labels_Mouse_Thymus3.csv,e115b4819ecb28e131727782a2b3816bec86c5f8e5b93fb12f6b41391e1e11aa
independent,8,Mouse_Thymus4,4228,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/spatial_Mouse_Thymus4.png,44f157d8159499d18e8be2c5e023f3f844cc853f2a0dd5bb43dcb9e00ca69767,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k8/labels_Mouse_Thymus4.csv,4be786c79abf2ef0387af656d98a1d0a31b90fad02865fa8381a14248faea234
independent,10,Mouse_Thymus1,4697,8.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/spatial_Mouse_Thymus1.png,bd7430b9ca218ecc069f1b2df7750d95868727d1086a2f8c800c2c553c1a956b,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus1.csv,182d3e5228aeb074c735160b9ba52a1f1a104691ae1ee4378a3c8c9514615c3d
independent,10,Mouse_Thymus2,4253,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/spatial_Mouse_Thymus2.png,4a8f27a32e80e55003292ebe8ec3aec0ee287c0920ceebe16a1a2052c345a588,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus2.csv,a5655745ab6dc3f11068194097b0778140afb5451b78131fa9db53319af6f1ae
independent,10,Mouse_Thymus3,4646,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/spatial_Mouse_Thymus3.png,b9c5fc02f5ca5144e554ee508c4da13161c1a14c93d76058aafdad81b7f5c66e,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus3.csv,d0397369458f23f33fd6b54515f5d25f4ea2c56cc2e1be0b1b7412b510f0fee2
independent,10,Mouse_Thymus4,4228,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/spatial_Mouse_Thymus4.png,c8c9b57385afbc57c3acd927cd4b7648fad5a508fb90a53dc17533bc8eff747c,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k10/labels_Mouse_Thymus4.csv,1a8b29bc25c847d1333b73aa92efc7ea277fc3d7cce182f2de8e324e98098a00
independent,12,Mouse_Thymus1,4697,8.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/spatial_Mouse_Thymus1.png,4081c046a5849df96078b59c5333acb999655cf9baecb7a087317365afadf320,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus1.csv,e78456e70bc1893dbe32e1b3f8f5c5357c9e8ea976f6b0836baf89206c298585
independent,12,Mouse_Thymus2,4253,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/spatial_Mouse_Thymus2.png,e0f57f6d354d553a48e546d802ba9bbd4a33a68b77632ef4e70c7726522db3f8,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus2.csv,27ae7318fda17abd4b9e604f5f84ab63160d9d7fabbf4381556ab4def10b9a7f
independent,12,Mouse_Thymus3,4646,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/spatial_Mouse_Thymus3.png,e2a5a42fc5655afb9989e7018d9a3fbe6c0b1691f62918c55c0b25af58ba3b75,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus3.csv,ccaede031098aeabdab36ce0ffc4281fe462b784b3e45773577a73aeff290e65
independent,12,Mouse_Thymus4,4228,5.0,220,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/spatial_Mouse_Thymus4.png,18fdcc0c1a213df8c6561021c5e0bf4c5bde81401ff57d6921b332c64edb8469,/home/hujinlan/spa_mo_model/results/mouse_thymus_preprocessing_comparison/raw_embedding/clustering/independent_k12/labels_Mouse_Thymus4.csv,c9f0f115998af024cba6afa8ef547bf6bb3d0fdca6fa5f00294032c024ea8521
