spot_index,obs_name,x,y,spatial_domain,original_barcode,spfac_1,spfac_2,spfac_3,spfac_4,rna_nsfac_1,adt_nsfac_1,rna_nsfac_2,adt_nsfac_2,rna_nsfac_3,adt_nsfac_3,spatial_x,spatial_y,section,stage
56,562,0.5142858,0.2857195,sp2,562,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5142858,0.2857195,Simulation2,Simulation2
57,1273,-0.5142858,-1.9999949,sp3,1273,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5142858,-1.9999949,Simulation2,Simulation2
58,807,-0.28571427,-0.5142807,background,807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.28571427,-0.5142807,Simulation2,Simulation2
59,728,-1.0857143,-0.28570914,background,728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0857143,-0.28570914,Simulation2,Simulation2
60,452,0.2857144,0.62857664,sp2,452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2857144,0.62857664,Simulation2,Simulation2
61,1081,-1.8857143,-1.4285663,sp3,1081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857143,-1.4285663,Simulation2,Simulation2
62,1033,0.8571429,-1.1999949,sp4,1033,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8571429,-1.1999949,Simulation2,Simulation2
63,937,-1.8857143,-0.9714235,sp3,937,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.8857143,-0.9714235,Simulation2,Simulation2
64,600,0.7428572,0.1714338,sp2,600,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7428572,0.1714338,Simulation2,Simulation2
65,170,0.97142863,1.5428623,sp2,170,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97142863,1.5428623,Simulation2,Simulation2
66,194,-0.39999998,1.4285766,background,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999998,1.4285766,Simulation2,Simulation2
67,702,0.057142973,-0.17142344,sp4,702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057142973,-0.17142344,Simulation2,Simulation2
68,212,1.6571429,1.4285766,sp2,212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6571429,1.4285766,Simulation2,Simulation2
69,450,0.057142973,0.62857664,sp2,450,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.057142973,0.62857664,Simulation2,Simulation2
70,747,1.0857143,-0.28570914,sp4,747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857143,-0.28570914,Simulation2,Simulation2
71,255,-1.6571429,1.2000052,sp1,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.6571429,1.2000052,Simulation2,Simulation2
72,1008,-2.0,-1.1999949,sp3,1008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,-1.1999949,Simulation2,Simulation2
73,646,1.8857143,0.0571481,sp2,646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857143,0.0571481,Simulation2,Simulation2
74,120,-0.6285715,1.657148,background,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.6285715,1.657148,Simulation2,Simulation2
75,537,1.7714286,0.40000522,sp2,537,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7714286,0.40000522,Simulation2,Simulation2
76,96,0.7428572,1.7714337,sp2,96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428572,1.7714337,Simulation2,Simulation2
77,223,-1.2,1.3142909,sp1,223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2,1.3142909,Simulation2,Simulation2
78,1,-1.8857143,2.0000052,background,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.8857143,2.0000052,Simulation2,Simulation2
79,627,-0.28571427,0.0571481,background,627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28571427,0.0571481,Simulation2,Simulation2
80,837,-0.97142863,-0.6285664,background,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97142863,-0.6285664,Simulation2,Simulation2
81,1116,-2.0,-1.542852,sp3,1116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,-1.542852,Simulation2,Simulation2
82,643,1.5428572,0.0571481,sp2,643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5428572,0.0571481,Simulation2,Simulation2
83,915,-0.28571427,-0.8571378,background,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28571427,-0.8571378,Simulation2,Simulation2
84,889,0.8571429,-0.7428521,sp4,889,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8571429,-0.7428521,Simulation2,Simulation2
85,283,1.5428572,1.2000052,sp2,283,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5428572,1.2000052,Simulation2,Simulation2
86,878,-0.39999998,-0.7428521,background,878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.39999998,-0.7428521,Simulation2,Simulation2
87,871,-1.2,-0.7428521,sp3,871,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.2,-0.7428521,Simulation2,Simulation2
88,519,-0.28571427,0.40000522,background,519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.28571427,0.40000522,Simulation2,Simulation2
89,43,-1.2,1.8857194,sp1,43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2,1.8857194,Simulation2,Simulation2
90,1158,-1.3142858,-1.6571378,sp3,1158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142858,-1.6571378,Simulation2,Simulation2
91,482,-0.39999998,0.5142909,background,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999998,0.5142909,Simulation2,Simulation2
92,800,-1.0857143,-0.5142807,background,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0857143,-0.5142807,Simulation2,Simulation2
93,169,0.8571429,1.5428623,sp2,169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571429,1.5428623,Simulation2,Simulation2
94,347,0.6285715,0.97143376,sp2,347,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6285715,0.97143376,Simulation2,Simulation2
95,53,-0.057142854,1.8857194,background,53,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.057142854,1.8857194,Simulation2,Simulation2
96,710,0.97142863,-0.17142344,sp4,710,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.97142863,-0.17142344,Simulation2,Simulation2
97,422,0.97142863,0.74286234,background,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97142863,0.74286234,Simulation2,Simulation2
98,15,-0.28571427,2.0000052,background,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28571427,2.0000052,Simulation2,Simulation2
99,412,-0.17142856,0.74286234,sp1,412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17142856,0.74286234,Simulation2,Simulation2
100,220,-1.5428572,1.3142909,sp1,220,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.5428572,1.3142909,Simulation2,Simulation2
101,1006,1.8857143,-1.0857092,background,1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857143,-1.0857092,Simulation2,Simulation2
102,926,0.97142863,-0.8571378,sp4,926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97142863,-0.8571378,Simulation2,Simulation2
103,1194,-1.3142858,-1.7714235,sp3,1194,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.3142858,-1.7714235,Simulation2,Simulation2
104,306,0.057142973,1.0857195,sp2,306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057142973,1.0857195,Simulation2,Simulation2
105,463,1.5428572,0.62857664,sp2,463,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5428572,0.62857664,Simulation2,Simulation2
106,772,-0.17142856,-0.39999485,background,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.17142856,-0.39999485,Simulation2,Simulation2
107,440,-1.0857143,0.62857664,sp1,440,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0857143,0.62857664,Simulation2,Simulation2
108,1262,-1.7714286,-1.9999949,sp3,1262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7714286,-1.9999949,Simulation2,Simulation2
109,826,1.8857143,-0.5142807,sp4,826,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8857143,-0.5142807,Simulation2,Simulation2
110,98,0.97142863,1.7714337,sp2,98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97142863,1.7714337,Simulation2,Simulation2
111,1206,0.057142973,-1.7714235,background,1206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.057142973,-1.7714235,Simulation2,Simulation2
112,95,0.6285715,1.7714337,sp2,95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6285715,1.7714337,Simulation2,Simulation2
113,877,-0.5142858,-0.7428521,background,877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.5142858,-0.7428521,Simulation2,Simulation2
114,1280,0.2857144,-1.9999949,background,1280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857144,-1.9999949,Simulation2,Simulation2
115,403,-1.2,0.74286234,sp1,403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.74286234,Simulation2,Simulation2
116,5,-1.4285715,2.0000052,background,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4285715,2.0000052,Simulation2,Simulation2
117,372,-0.6285715,0.85714805,sp1,372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.6285715,0.85714805,Simulation2,Simulation2
118,917,-0.057142854,-0.8571378,background,917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.057142854,-0.8571378,Simulation2,Simulation2
119,277,0.8571429,1.2000052,background,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571429,1.2000052,Simulation2,Simulation2
120,388,1.2,0.85714805,background,388,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,0.85714805,Simulation2,Simulation2
121,153,-0.97142863,1.5428623,sp1,153,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.97142863,1.5428623,Simulation2,Simulation2
122,1141,0.8571429,-1.542852,sp4,1141,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8571429,-1.542852,Simulation2,Simulation2
123,102,1.4285715,1.7714337,sp2,102,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4285715,1.7714337,Simulation2,Simulation2
124,908,-1.0857143,-0.8571378,sp3,908,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0857143,-0.8571378,Simulation2,Simulation2
125,634,0.5142858,0.0571481,sp2,634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142858,0.0571481,Simulation2,Simulation2
126,35,2.0,2.0000052,sp2,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0000052,Simulation2,Simulation2
127,909,-0.97142863,-0.8571378,sp3,909,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.97142863,-0.8571378,Simulation2,Simulation2
128,1233,-0.97142863,-1.8857092,sp3,1233,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.97142863,-1.8857092,Simulation2,Simulation2
129,26,0.97142863,2.0000052,sp2,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.97142863,2.0000052,Simulation2,Simulation2
130,1040,1.6571429,-1.1999949,background,1040,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.6571429,-1.1999949,Simulation2,Simulation2
131,497,1.3142858,0.5142909,sp2,497,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142858,0.5142909,Simulation2,Simulation2
132,436,-1.5428572,0.62857664,background,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5428572,0.62857664,Simulation2,Simulation2
133,159,-0.28571427,1.5428623,background,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28571427,1.5428623,Simulation2,Simulation2
134,695,-0.7428572,-0.17142344,background,695,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.7428572,-0.17142344,Simulation2,Simulation2
135,1150,1.8857143,-1.542852,background,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8857143,-1.542852,Simulation2,Simulation2
136,732,-0.6285715,-0.28570914,background,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285715,-0.28570914,Simulation2,Simulation2
137,1182,1.4285715,-1.6571378,background,1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285715,-1.6571378,Simulation2,Simulation2
138,438,-1.3142858,0.62857664,sp1,438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142858,0.62857664,Simulation2,Simulation2
139,804,-0.6285715,-0.5142807,background,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285715,-0.5142807,Simulation2,Simulation2
140,534,1.4285715,0.40000522,sp2,534,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.4285715,0.40000522,Simulation2,Simulation2
141,322,1.8857143,1.0857195,sp2,322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857143,1.0857195,Simulation2,Simulation2
142,567,1.0857143,0.2857195,sp2,567,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0857143,0.2857195,Simulation2,Simulation2
143,801,-0.97142863,-0.5142807,background,801,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.97142863,-0.5142807,Simulation2,Simulation2
144,1053,-0.97142863,-1.3142806,sp3,1053,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.97142863,-1.3142806,Simulation2,Simulation2
145,97,0.8571429,1.7714337,sp2,97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571429,1.7714337,Simulation2,Simulation2
146,165,0.4000001,1.5428623,sp2,165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000001,1.5428623,Simulation2,Simulation2
147,1105,0.8571429,-1.4285663,sp4,1105,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8571429,-1.4285663,Simulation2,Simulation2
148,1269,-0.97142863,-1.9999949,sp3,1269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97142863,-1.9999949,Simulation2,Simulation2
149,213,1.7714286,1.4285766,sp2,213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7714286,1.4285766,Simulation2,Simulation2
150,685,-1.8857143,-0.17142344,sp3,685,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.8857143,-0.17142344,Simulation2,Simulation2
151,1142,0.97142863,-1.542852,sp4,1142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.97142863,-1.542852,Simulation2,Simulation2
152,633,0.4000001,0.0571481,sp2,633,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4000001,0.0571481,Simulation2,Simulation2
153,588,-0.6285715,0.1714338,background,588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285715,0.1714338,Simulation2,Simulation2
154,940,-1.5428572,-0.9714235,sp3,940,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.5428572,-0.9714235,Simulation2,Simulation2
155,1240,-0.17142856,-1.8857092,sp3,1240,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17142856,-1.8857092,Simulation2,Simulation2
156,824,1.6571429,-0.5142807,sp4,824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6571429,-0.5142807,Simulation2,Simulation2
