scope,label,sample_order,section,spot_id
combined,cell_type_common,142,section1,section1:1139:39
combined,cell_type_common,143,section1,section1:128:40
combined,cell_type_common,144,section1,section1:203:40
combined,cell_type_common,145,section1,section1:339:40
combined,cell_type_common,146,section1,section1:402:40
combined,cell_type_common,147,section1,section1:529:40
combined,cell_type_common,148,section1,section1:763:40
combined,cell_type_common,149,section1,section1:963:40
combined,cell_type_common,150,section1,section1:1072:40
combined,cell_type_common,151,section1,section1:101:41
combined,cell_type_common,152,section1,section1:198:41
combined,cell_type_common,153,section1,section1:301:41
combined,cell_type_common,154,section1,section1:471:41
combined,cell_type_common,155,section1,section1:520:41
combined,cell_type_common,156,section1,section1:674:41
combined,cell_type_common,157,section1,section1:696:41
combined,cell_type_common,158,section1,section1:982:41
combined,cell_type_common,159,section1,section1:1055:41
combined,cell_type_common,160,section1,section1:1074:41
combined,cell_type_common,161,section1,section1:625:42
combined,cell_type_common,162,section1,section1:703:42
combined,cell_type_common,163,section1,section1:729:42
combined,cell_type_common,164,section1,section1:1033:42
combined,cell_type_common,165,section1,section1:1118:42
combined,cell_type_common,166,section1,section1:86:43
combined,cell_type_common,167,section1,section1:242:43
combined,cell_type_common,168,section1,section1:246:43
combined,cell_type_common,169,section1,section1:303:43
combined,cell_type_common,170,section1,section1:344:43
combined,cell_type_common,171,section1,section1:434:43
combined,cell_type_common,172,section1,section1:464:43
combined,cell_type_common,173,section1,section1:502:43
combined,cell_type_common,174,section1,section1:636:43
combined,cell_type_common,175,section1,section1:656:43
combined,cell_type_common,176,section1,section1:885:43
combined,cell_type_common,177,section1,section1:161:44
combined,cell_type_common,178,section1,section1:212:44
combined,cell_type_common,179,section1,section1:325:44
combined,cell_type_common,180,section1,section1:498:44
combined,cell_type_common,181,section1,section1:499:44
combined,cell_type_common,182,section1,section1:672:44
combined,cell_type_common,183,section1,section1:161:45
combined,cell_type_common,184,section1,section1:392:45
combined,cell_type_common,185,section1,section1:673:45
combined,cell_type_common,186,section1,section1:904:45
combined,cell_type_common,187,section1,section1:995:45
combined,cell_type_common,188,section1,section1:1067:45
combined,cell_type_common,189,section1,section1:1126:45
combined,cell_type_common,190,section1,section1:242:46
combined,cell_type_common,191,section1,section1:282:46
combined,cell_type_common,192,section1,section1:410:46
combined,cell_type_common,193,section1,section1:478:46
combined,cell_type_common,194,section1,section1:811:46
combined,cell_type_common,195,section1,section1:1005:46
combined,cell_type_common,196,section1,section1:1011:46
combined,cell_type_common,197,section1,section1:1023:46
combined,cell_type_common,198,section1,section1:220:47
combined,cell_type_common,199,section1,section1:404:47
combined,cell_type_common,200,section1,section1:423:47
combined,cell_type_common,201,section1,section1:646:47
combined,cell_type_common,202,section1,section1:668:47
combined,cell_type_common,203,section1,section1:693:47
combined,cell_type_common,204,section1,section1:708:47
combined,cell_type_common,205,section1,section1:789:47
combined,cell_type_common,206,section1,section1:801:47
combined,cell_type_common,207,section1,section1:875:47
combined,cell_type_common,208,section1,section1:1114:47
combined,cell_type_common,209,section1,section1:1230:47
combined,cell_type_common,210,section1,section1:281:48
combined,cell_type_common,211,section1,section1:297:48
combined,cell_type_common,212,section1,section1:387:48
combined,cell_type_common,213,section1,section1:629:48
combined,cell_type_common,214,section1,section1:696:48
combined,cell_type_common,215,section1,section1:717:48
combined,cell_type_common,216,section1,section1:845:48
combined,cell_type_common,217,section1,section1:1034:48
combined,cell_type_common,218,section1,section1:1077:48
combined,cell_type_common,219,section1,section1:1223:48
combined,cell_type_common,220,section1,section1:129:49
combined,cell_type_common,221,section1,section1:204:49
combined,cell_type_common,222,section1,section1:350:49
combined,cell_type_common,223,section1,section1:888:49
combined,cell_type_common,224,section1,section1:961:49
combined,cell_type_common,225,section1,section1:990:49
combined,cell_type_common,226,section1,section1:1114:49
combined,cell_type_common,227,section1,section1:380:50
combined,cell_type_common,228,section1,section1:502:50
combined,cell_type_common,229,section1,section1:829:50
combined,cell_type_common,230,section1,section1:830:50
combined,cell_type_common,231,section1,section1:901:50
combined,cell_type_common,232,section1,section1:976:50
combined,cell_type_common,233,section1,section1:1136:50
combined,cell_type_common,234,section1,section1:403:51
combined,cell_type_common,235,section1,section1:466:51
combined,cell_type_common,236,section1,section1:547:51
combined,cell_type_common,237,section1,section1:572:51
combined,cell_type_common,238,section1,section1:581:51
combined,cell_type_common,239,section1,section1:603:51
combined,cell_type_common,240,section1,section1:749:51
combined,cell_type_common,241,section1,section1:844:51
combined,cell_type_common,242,section1,section1:863:51
combined,cell_type_common,243,section1,section1:886:51
combined,cell_type_common,244,section1,section1:913:51
combined,cell_type_common,245,section1,section1:1072:51
combined,cell_type_common,246,section1,section1:1126:51
combined,cell_type_common,247,section1,section1:1210:51
combined,cell_type_common,248,section1,section1:53:52
combined,cell_type_common,249,section1,section1:278:52
combined,cell_type_common,250,section1,section1:321:52
combined,cell_type_common,251,section1,section1:354:52
combined,cell_type_common,252,section1,section1:457:52
combined,cell_type_common,253,section1,section1:512:52
combined,cell_type_common,254,section1,section1:786:52
combined,cell_type_common,255,section1,section1:805:52
combined,cell_type_common,256,section1,section1:914:52
combined,cell_type_common,257,section1,section1:183:53
combined,cell_type_common,258,section1,section1:218:53
combined,cell_type_common,259,section1,section1:498:53
combined,cell_type_common,260,section1,section1:575:53
combined,cell_type_common,261,section1,section1:590:53
combined,cell_type_common,262,section1,section1:613:53
combined,cell_type_common,263,section1,section1:1024:53
combined,cell_type_common,264,section1,section1:1068:53
combined,cell_type_common,265,section1,section1:1201:53
combined,cell_type_common,266,section1,section1:114:54
combined,cell_type_common,267,section1,section1:143:54
combined,cell_type_common,268,section1,section1:146:54
combined,cell_type_common,269,section1,section1:392:54
combined,cell_type_common,270,section1,section1:393:54
combined,cell_type_common,271,section1,section1:419:54
combined,cell_type_common,272,section1,section1:444:54
combined,cell_type_common,273,section1,section1:478:54
combined,cell_type_common,274,section1,section1:633:54
combined,cell_type_common,275,section1,section1:654:54
combined,cell_type_common,276,section1,section1:671:54
combined,cell_type_common,277,section1,section1:723:54
combined,cell_type_common,278,section1,section1:910:54
combined,cell_type_common,279,section1,section1:1049:54
combined,cell_type_common,280,section1,section1:1062:54
combined,cell_type_common,281,section1,section1:1171:54
combined,cell_type_common,282,section1,section1:191:55
combined,cell_type_common,283,section1,section1:652:55
combined,cell_type_common,284,section1,section1:736:55
combined,cell_type_common,285,section1,section1:822:55
combined,cell_type_common,286,section1,section1:880:55
combined,cell_type_common,287,section1,section1:990:55
combined,cell_type_common,288,section1,section1:1209:55
combined,cell_type_common,289,section1,section1:71:56
combined,cell_type_common,290,section1,section1:80:56
combined,cell_type_common,291,section1,section1:665:56
combined,cell_type_common,292,section1,section1:914:56
combined,cell_type_common,293,section1,section1:922:56
combined,cell_type_common,294,section1,section1:1036:56
combined,cell_type_common,295,section1,section1:1047:56
combined,cell_type_common,296,section1,section1:1058:56
combined,cell_type_common,297,section1,section1:165:57
combined,cell_type_common,298,section1,section1:333:57
combined,cell_type_common,299,section1,section1:347:57
combined,cell_type_common,300,section1,section1:577:57
combined,cell_type_common,301,section1,section1:596:57
combined,cell_type_common,302,section1,section1:605:57
combined,cell_type_common,303,section1,section1:795:57
combined,cell_type_common,304,section1,section1:803:57
combined,cell_type_common,305,section1,section1:840:57
combined,cell_type_common,306,section1,section1:865:57
combined,cell_type_common,307,section1,section1:876:57
combined,cell_type_common,308,section1,section1:896:57
combined,cell_type_common,309,section1,section1:1126:57
combined,cell_type_common,310,section1,section1:290:58
combined,cell_type_common,311,section1,section1:673:58
combined,cell_type_common,312,section1,section1:822:58
combined,cell_type_common,313,section1,section1:897:58
combined,cell_type_common,314,section1,section1:905:58
combined,cell_type_common,315,section1,section1:1126:58
combined,cell_type_common,316,section1,section1:169:59
combined,cell_type_common,317,section1,section1:237:59
combined,cell_type_common,318,section1,section1:270:59
combined,cell_type_common,319,section1,section1:357:59
combined,cell_type_common,320,section1,section1:541:59
combined,cell_type_common,321,section1,section1:591:59
combined,cell_type_common,322,section1,section1:671:59
combined,cell_type_common,323,section1,section1:829:59
combined,cell_type_common,324,section1,section1:964:59
combined,cell_type_common,325,section1,section1:1201:59
combined,cell_type_common,326,section1,section1:124:60
combined,cell_type_common,327,section1,section1:191:60
combined,cell_type_common,328,section1,section1:423:60
combined,cell_type_common,329,section1,section1:566:60
combined,cell_type_common,330,section1,section1:682:60
combined,cell_type_common,331,section1,section1:1206:60
combined,cell_type_common,332,section1,section1:1244:60
combined,cell_type_common,333,section1,section1:190:61
combined,cell_type_common,334,section1,section1:208:61
combined,cell_type_common,335,section1,section1:342:61
combined,cell_type_common,336,section1,section1:385:61
combined,cell_type_common,337,section1,section1:475:61
combined,cell_type_common,338,section1,section1:827:61
combined,cell_type_common,339,section1,section1:916:61
combined,cell_type_common,340,section1,section1:1078:61
combined,cell_type_common,341,section1,section1:1226:61
combined,cell_type_common,342,section1,section1:336:62
combined,cell_type_common,343,section1,section1:451:62
combined,cell_type_common,344,section1,section1:572:62
combined,cell_type_common,345,section1,section1:687:62
combined,cell_type_common,346,section1,section1:799:62
combined,cell_type_common,347,section1,section1:823:62
combined,cell_type_common,348,section1,section1:839:62
combined,cell_type_common,349,section1,section1:1207:62
combined,cell_type_common,350,section1,section1:1234:62
combined,cell_type_common,351,section1,section1:118:63
combined,cell_type_common,352,section1,section1:159:63
combined,cell_type_common,353,section1,section1:520:63
combined,cell_type_common,354,section1,section1:584:63
combined,cell_type_common,355,section1,section1:586:63
combined,cell_type_common,356,section1,section1:1048:63
combined,cell_type_common,357,section1,section1:1058:63
combined,cell_type_common,358,section1,section1:1076:63
combined,cell_type_common,359,section1,section1:1188:63
combined,cell_type_common,360,section1,section1:113:64
combined,cell_type_common,361,section1,section1:247:64
combined,cell_type_common,362,section1,section1:597:64
combined,cell_type_common,363,section1,section1:1000:64
combined,cell_type_common,364,section1,section1:1047:64
combined,cell_type_common,365,section1,section1:1075:64
combined,cell_type_common,366,section1,section1:1090:64
combined,cell_type_common,367,section1,section1:1151:64
combined,cell_type_common,368,section1,section1:1209:64
combined,cell_type_common,369,section1,section1:186:65
combined,cell_type_common,370,section1,section1:339:65
combined,cell_type_common,371,section1,section1:470:65
combined,cell_type_common,372,section1,section1:546:65
combined,cell_type_common,373,section1,section1:642:65
combined,cell_type_common,374,section1,section1:683:65
combined,cell_type_common,375,section1,section1:905:65
combined,cell_type_common,376,section1,section1:942:65
combined,cell_type_common,377,section1,section1:1111:65
combined,cell_type_common,378,section1,section1:1186:65
combined,cell_type_common,379,section1,section1:1207:65
combined,cell_type_common,380,section1,section1:1221:65
combined,cell_type_common,381,section1,section1:75:66
combined,cell_type_common,382,section1,section1:168:66
combined,cell_type_common,383,section1,section1:413:66
combined,cell_type_common,384,section1,section1:435:66
combined,cell_type_common,385,section1,section1:591:66
combined,cell_type_common,386,section1,section1:910:66
combined,cell_type_common,387,section1,section1:172:67
combined,cell_type_common,388,section1,section1:391:67
combined,cell_type_common,389,section1,section1:397:67
combined,cell_type_common,390,section1,section1:566:67
combined,cell_type_common,391,section1,section1:591:67
combined,cell_type_common,392,section1,section1:1038:67
combined,cell_type_common,393,section1,section1:139:68
combined,cell_type_common,394,section1,section1:210:68
combined,cell_type_common,395,section1,section1:486:68
combined,cell_type_common,396,section1,section1:508:68
combined,cell_type_common,397,section1,section1:540:68
combined,cell_type_common,398,section1,section1:571:68
combined,cell_type_common,399,section1,section1:688:68
combined,cell_type_common,400,section1,section1:709:68
combined,cell_type_common,401,section1,section1:1018:68
combined,cell_type_common,402,section1,section1:518:69
combined,cell_type_common,403,section1,section1:1101:69
combined,cell_type_common,404,section1,section1:1226:69
combined,cell_type_common,405,section1,section1:71:70
combined,cell_type_common,406,section1,section1:152:70
combined,cell_type_common,407,section1,section1:282:70
combined,cell_type_common,408,section1,section1:308:70
combined,cell_type_common,409,section1,section1:469:70
combined,cell_type_common,410,section1,section1:544:70
combined,cell_type_common,411,section1,section1:591:70
combined,cell_type_common,412,section1,section1:707:70
combined,cell_type_common,413,section1,section1:814:70
combined,cell_type_common,414,section1,section1:1058:70
combined,cell_type_common,415,section1,section1:1083:70
combined,cell_type_common,416,section1,section1:1085:70
combined,cell_type_common,417,section1,section1:1088:70
combined,cell_type_common,418,section1,section1:132:71
combined,cell_type_common,419,section1,section1:134:71
combined,cell_type_common,420,section1,section1:169:71
combined,cell_type_common,421,section1,section1:199:71
combined,cell_type_common,422,section1,section1:510:71
combined,cell_type_common,423,section1,section1:567:71
combined,cell_type_common,424,section1,section1:787:71
combined,cell_type_common,425,section1,section1:851:71
combined,cell_type_common,426,section1,section1:852:71
combined,cell_type_common,427,section1,section1:878:71
combined,cell_type_common,428,section1,section1:886:71
combined,cell_type_common,429,section1,section1:931:71
combined,cell_type_common,430,section1,section1:1013:71
combined,cell_type_common,431,section1,section1:1036:71
combined,cell_type_common,432,section1,section1:1179:71
combined,cell_type_common,433,section1,section1:1258:71
combined,cell_type_common,434,section1,section1:198:72
combined,cell_type_common,435,section1,section1:331:72
combined,cell_type_common,436,section1,section1:545:72
combined,cell_type_common,437,section1,section1:551:72
combined,cell_type_common,438,section1,section1:618:72
combined,cell_type_common,439,section1,section1:733:72
combined,cell_type_common,440,section1,section1:951:72
combined,cell_type_common,441,section1,section1:1023:72
combined,cell_type_common,442,section1,section1:1087:72
combined,cell_type_common,443,section1,section1:1106:72
combined,cell_type_common,444,section1,section1:1108:72
combined,cell_type_common,445,section1,section1:1167:72
combined,cell_type_common,446,section1,section1:666:73
combined,cell_type_common,447,section1,section1:751:73
combined,cell_type_common,448,section1,section1:796:73
combined,cell_type_common,449,section1,section1:851:73
combined,cell_type_common,450,section1,section1:861:73
combined,cell_type_common,451,section1,section1:930:73
combined,cell_type_common,452,section1,section1:983:73
combined,cell_type_common,453,section1,section1:1071:73
combined,cell_type_common,454,section1,section1:99:74
combined,cell_type_common,455,section1,section1:267:74
combined,cell_type_common,456,section1,section1:385:74
combined,cell_type_common,457,section1,section1:556:74
combined,cell_type_common,458,section1,section1:938:74
combined,cell_type_common,459,section1,section1:1191:74
combined,cell_type_common,460,section1,section1:1259:74
combined,cell_type_common,461,section1,section1:114:75
combined,cell_type_common,462,section1,section1:322:75
combined,cell_type_common,463,section1,section1:325:75
combined,cell_type_common,464,section1,section1:433:75
combined,cell_type_common,465,section1,section1:550:75
combined,cell_type_common,466,section1,section1:779:75
combined,cell_type_common,467,section1,section1:805:75
combined,cell_type_common,468,section1,section1:834:75
combined,cell_type_common,469,section1,section1:984:75
combined,cell_type_common,470,section1,section1:1067:75
combined,cell_type_common,471,section1,section1:1077:75
combined,cell_type_common,472,section1,section1:1147:75
combined,cell_type_common,473,section1,section1:408:76
combined,cell_type_common,474,section1,section1:423:76
combined,cell_type_common,475,section1,section1:500:76
combined,cell_type_common,476,section1,section1:873:76
combined,cell_type_common,477,section1,section1:882:76
combined,cell_type_common,478,section1,section1:942:76
combined,cell_type_common,479,section1,section1:1040:76
combined,cell_type_common,480,section1,section1:1186:76
combined,cell_type_common,481,section1,section1:86:77
combined,cell_type_common,482,section1,section1:113:77
combined,cell_type_common,483,section1,section1:136:77
combined,cell_type_common,484,section1,section1:147:77
combined,cell_type_common,485,section1,section1:270:77
combined,cell_type_common,486,section1,section1:286:77
combined,cell_type_common,487,section1,section1:398:77
combined,cell_type_common,488,section1,section1:438:77
combined,cell_type_common,489,section1,section1:534:77
combined,cell_type_common,490,section1,section1:605:77
combined,cell_type_common,491,section1,section1:617:77
combined,cell_type_common,492,section1,section1:653:77
combined,cell_type_common,493,section1,section1:974:77
combined,cell_type_common,494,section1,section1:1171:77
combined,cell_type_common,495,section1,section1:1187:77
combined,cell_type_common,496,section1,section1:80:78
combined,cell_type_common,497,section1,section1:236:78
combined,cell_type_common,498,section1,section1:431:78
combined,cell_type_common,499,section1,section1:494:78
combined,cell_type_common,500,section1,section1:731:78
combined,cell_type_common,501,section1,section1:825:78
combined,cell_type_common,502,section1,section1:852:78
combined,cell_type_common,503,section1,section1:1037:78
combined,cell_type_common,504,section1,section1:1167:78
combined,cell_type_common,505,section1,section1:1197:78
combined,cell_type_common,506,section1,section1:1230:78
combined,cell_type_common,507,section1,section1:175:79
combined,cell_type_common,508,section1,section1:207:79
combined,cell_type_common,509,section1,section1:335:79
combined,cell_type_common,510,section1,section1:605:79
combined,cell_type_common,511,section1,section1:634:79
combined,cell_type_common,512,section1,section1:725:79
combined,cell_type_common,513,section1,section1:917:79
combined,cell_type_common,514,section1,section1:967:79
combined,cell_type_common,515,section1,section1:988:79
combined,cell_type_common,516,section1,section1:1240:79
combined,cell_type_common,517,section1,section1:116:80
combined,cell_type_common,518,section1,section1:165:80
combined,cell_type_common,519,section1,section1:278:80
combined,cell_type_common,520,section1,section1:506:80
combined,cell_type_common,521,section1,section1:524:80
combined,cell_type_common,522,section1,section1:779:80
combined,cell_type_common,523,section1,section1:871:80
combined,cell_type_common,524,section1,section1:886:80
combined,cell_type_common,525,section1,section1:1090:80
combined,cell_type_common,526,section1,section1:1240:80
combined,cell_type_common,527,section1,section1:1249:80
combined,cell_type_common,528,section1,section1:338:81
combined,cell_type_common,529,section1,section1:365:81
combined,cell_type_common,530,section1,section1:489:81
combined,cell_type_common,531,section1,section1:561:81
combined,cell_type_common,532,section1,section1:567:81
combined,cell_type_common,533,section1,section1:597:81
combined,cell_type_common,534,section1,section1:708:81
combined,cell_type_common,535,section1,section1:729:81
combined,cell_type_common,536,section1,section1:167:82
combined,cell_type_common,537,section1,section1:184:82
combined,cell_type_common,538,section1,section1:373:82
combined,cell_type_common,539,section1,section1:668:82
combined,cell_type_common,540,section1,section1:795:82
combined,cell_type_common,541,section1,section1:1031:82
combined,cell_type_common,542,section1,section1:1033:82
combined,cell_type_common,543,section1,section1:1257:82
combined,cell_type_common,544,section1,section1:584:83
combined,cell_type_common,545,section1,section1:844:83
combined,cell_type_common,546,section1,section1:915:83
combined,cell_type_common,547,section1,section1:929:83
combined,cell_type_common,548,section1,section1:1013:83
combined,cell_type_common,549,section1,section1:1059:83
combined,cell_type_common,550,section1,section1:1085:83
combined,cell_type_common,551,section1,section1:1174:83
combined,cell_type_common,552,section1,section1:154:84
combined,cell_type_common,553,section1,section1:242:84
combined,cell_type_common,554,section1,section1:344:84
combined,cell_type_common,555,section1,section1:427:84
combined,cell_type_common,556,section1,section1:439:84
combined,cell_type_common,557,section1,section1:456:84
combined,cell_type_common,558,section1,section1:605:84
combined,cell_type_common,559,section1,section1:629:84
combined,cell_type_common,560,section1,section1:804:84
combined,cell_type_common,561,section1,section1:821:84
combined,cell_type_common,562,section1,section1:870:84
combined,cell_type_common,563,section1,section1:1046:84
combined,cell_type_common,564,section1,section1:1186:84
combined,cell_type_common,565,section1,section1:368:85
combined,cell_type_common,566,section1,section1:397:85
combined,cell_type_common,567,section1,section1:421:85
combined,cell_type_common,568,section1,section1:422:85
combined,cell_type_common,569,section1,section1:456:85
combined,cell_type_common,570,section1,section1:468:85
combined,cell_type_common,571,section1,section1:644:85
combined,cell_type_common,572,section1,section1:713:85
combined,cell_type_common,573,section1,section1:787:85
combined,cell_type_common,574,section1,section1:915:85
combined,cell_type_common,575,section1,section1:1043:85
combined,cell_type_common,576,section1,section1:1053:85
combined,cell_type_common,577,section1,section1:1098:85
combined,cell_type_common,578,section1,section1:1149:85
combined,cell_type_common,579,section1,section1:1237:85
combined,cell_type_common,580,section1,section1:1252:85
combined,cell_type_common,581,section1,section1:153:86
combined,cell_type_common,582,section1,section1:440:86
combined,cell_type_common,583,section1,section1:469:86
combined,cell_type_common,584,section1,section1:483:86
combined,cell_type_common,585,section1,section1:513:86
combined,cell_type_common,586,section1,section1:632:86
combined,cell_type_common,587,section1,section1:662:86
combined,cell_type_common,588,section1,section1:1064:86
combined,cell_type_common,589,section1,section1:1102:86
combined,cell_type_common,590,section1,section1:1249:86
combined,cell_type_common,591,section1,section1:155:87
combined,cell_type_common,592,section1,section1:158:87
combined,cell_type_common,593,section1,section1:406:87
combined,cell_type_common,594,section1,section1:735:87
combined,cell_type_common,595,section1,section1:742:87
combined,cell_type_common,596,section1,section1:759:87
combined,cell_type_common,597,section1,section1:820:87
combined,cell_type_common,598,section1,section1:835:87
combined,cell_type_common,599,section1,section1:1090:87
combined,cell_type_common,600,section1,section1:1195:87
combined,cell_type_common,601,section1,section1:1249:87
combined,cell_type_common,602,section1,section1:315:88
combined,cell_type_common,603,section1,section1:503:88
combined,cell_type_common,604,section1,section1:620:88
combined,cell_type_common,605,section1,section1:1027:88
combined,cell_type_common,606,section1,section1:1035:88
combined,cell_type_common,607,section1,section1:277:89
combined,cell_type_common,608,section1,section1:520:89
combined,cell_type_common,609,section1,section1:526:89
combined,cell_type_common,610,section1,section1:686:89
combined,cell_type_common,611,section1,section1:699:89
combined,cell_type_common,612,section1,section1:815:89
combined,cell_type_common,613,section1,section1:849:89
combined,cell_type_common,614,section1,section1:885:89
combined,cell_type_common,615,section1,section1:1094:89
combined,cell_type_common,616,section1,section1:642:90
combined,cell_type_common,617,section1,section1:669:90
combined,cell_type_common,618,section1,section1:693:90
combined,cell_type_common,619,section1,section1:745:90
combined,cell_type_common,620,section1,section1:962:90
combined,cell_type_common,621,section1,section1:1181:90
combined,cell_type_common,622,section1,section1:1215:90
combined,cell_type_common,623,section1,section1:56:91
combined,cell_type_common,624,section1,section1:229:91
combined,cell_type_common,625,section1,section1:301:91
combined,cell_type_common,626,section1,section1:423:91
combined,cell_type_common,627,section1,section1:437:91
